TwitchCategoryId,Language,Name,Synopsis,Summary,Source,IGDBId,SteamId
103831,fr,LEGO Marvel Super Heroes,,"LEGO® Marvel™ Super Heroes propose une histoire originale à travers l’univers Marvel tout entier. Les joueurs peuvent incarner Iron Man, Spider-Man, Hulk, Captain America, Wolverine et bien d’autres personnages Marvel, unis pour empêcher Loki et une horde d’autres super-vilains Marvel de créer une arme surpuissante capable de détruire le...",steam,,
1039531588,fr,The Caretaker,,"In &quot;The Caretaker - Dungeon Nightshift&quot;, you slip into the role of a dungeon caretaker. Your job is as easy as it sounds. Clean up the dungeon after the daily attacks. And don't make too much noise. Make sure, the dungeon master does not wake up! Maybe it's NOT as easy as it sounds......",steam,32429,486550
10407,fr,Counter-Strike: Source,,"Vient juste d'être mis à jour pour inclure les statistiques du joueur, succès, de nouveaux classements et bien plus encore !",steam,,
10408,fr,Master of Orion,,Forge an empire in a universe where population growth is stripping away planetary resources. Colonize unknown planets and trade with other races for their knowledge.,steam,67,410970
104238,fr,Lovers in a Dangerous Spacetime,,"LOVERS IN A DANGEROUS SPACETIME est un shooter spatial en coop à bord d'un immense vaisseau fluorescent. Le travail d'équipe est le maître mot pour combattre les forces maléfiques de l'Anti-Amour, sauver les lapins stellaires et échapper à une mort certaine au fond d'un trou noir.",steam,12520,252110
1047705864,fr,Skinwalker Hunt,,"Skinwalker Hunt is a horror themed hunting game from the creator of Witch Hunt. Main focus of the game is on exploration, non-linearity, and atmosphere.",steam,130126,993110
1050003477,fr,The Elder Scrolls V: Skyrim Special Edition,,"LA RENAISSANCE DU FANTASTIQUELe nouveau chapitre très attendu de la saga Elder Scrolls nous arrive des créateurs du jeu de l'année 2006 et 2008, Bethesda Game Studios. Skyrim réinvente et révolutionne le monde ouvert, ramenant à la vie un monde complet que vous pourrez librement explorer.",steam,472,72850
10532,fr,Call to Arms,,"Call to Arms offers an innovative mix of real-time strategy and 3rd, as well as 1st person controls. Set in the time of modern warfare, the game offers realistically modeled vehicles and heavy weaponry, as well as dozens of firearms and customizations.",steam,17432,302670
1054733525,fr,Writers,,"Writers is a game where you play as a writer and try to be the first in typing random excerpts from the book. Fight against your friends or players around the world, make your way to the top and show them speed you are capable of. Become a member of Writer's club and master all language leagues!",steam,,
1058561628,fr,Hide and Run,,In Hide and Run players are divided into two teams. Props are trying to hide long as possible with hunters trying to find props.,steam,147535,1611460
1059008345,fr,Northern Journey,,"A norwegian happysad game set in a northern land! Adventure through a beautiful and very varied wilderness. Dive, fly, use ziplines and find different weapons to aid your journey to reach the cold mountains and below. Encounter over 50 unique bosses and enemy types!",steam,165179,1639790
1059168438,fr,The Normal Thing,,"THE NORMAL THING is a story about a dog who lost his memory. Sunless forests, strange gardens, weird inhabitants... Start a little journey to retrieve your memory.",steam,150713,1397980
1059905471,fr,MINE!,,"This VR Shooting Gallery single player game has three levels of game play challenging you to defend the mine from invading forces. From your static vantage point you need to shoot as many aliens as possible, as fast as you can. Are you able to stop them stealing your crystals?",steam,,
1061323687,fr,eFootball 2022,,De 'PES' à 'eFootball™' Annonce d’un lot en édition spéciale pour eFootball™ 2022 !,steam,172771,1665460
1062280071,fr,Beyond the Wizard,,"This is a 2D action hardcore flatformer game. Get into the simple but difficult world of Beyond the Wizard! If you have enough patience, this game will not be difficult!",steam,119666,1095680
1063150759,fr,Do 11,,Find a way out of the Do 11 app by doing missions that come from the mysterious Do 11 app. A choice awaits you to solve puzzles and change the fate of the protagonist. Escape the main character from the Do 11 app while savoring a profound worldview and intriguing story. An incredible twist awaits.,steam,161422,1697190
1064808083,fr,My Universe: School Teacher,,"Incarne un jeune professeur fraîchement transféré dans une petite école en difficulté. Partage tes connaissances avec tes élèves, investis-toi dans la vie de l’établissement, participe à des concours et améliore la réputation de l’école grâce à tes efforts !",steam,139216,1238180
1065,fr,Septerra Core: Legacy of the Creator,,"At the very heart of Septerra lies the Core, a huge Biocomputer. Seven continents at different elevations, each with its own unique people and culture, orbit around the Core.According to an ancient prophecy, Septerra's continents will one day converge and join in orbit together on one level - this is the Legacy of Marduk, the Creator's...",steam,7844,253940
106645,fr,Virtual Pool 4,,"Play 8-Ball, 9-Ball, Snooker, Billiards, Pub Pool, 27 games total! “So realistic it will make your real life pool game better!”Two career play modes, trick shots, video tutorials, multi-player online. Virtual Pool 4 is the most comprehensive cue sport game ever!",steam,36070,336150
106657,fr,Gorogoa,,"Gorogoa est une évolution élégante du genre puzzle, accompagnée d’une histoire joliment dessinée à la main, conçue et illustrée par Jason Roberts.",steam,9136,557600
106662,fr,The Cat Lady,,"The Cat Lady follows Susan Ashworth, a lonely 40-year old on the verge of suicide. She has no family, no friends and no hope for a better future. One day she discovers that five strangers will come along and change everything...",steam,,
1066704439,fr,Disquiet Fields,,Disquiet Fields is a horror game where your objective is to survive. The only thing you have to do is to traverse a sandy path in the middle of mysterious fields being stalked by enigmatic creature. Can you survive all the way to the end of that path?,steam,157676,1429130
1067028660,fr,Blair Witch VR,,"Blair Witch: VR Edition est un jeu d'horreur psychologique scénarisé, créé par les esprits créatifs derrière The Medium, jeu acclamé par la critique. Experience firsthand the damage fear can inflict on the mind in an original story inspired by the Blair Witch movie and designed for virtual reality.",steam,164320,1576350
1069224702,fr,Guardian of Lore,,"A mystical library houses books of ancient folktales from lost civilizations. Play as prince Sayri, and protect these stories from wicked magic that aims to erase their memory forever. Enter each story and save it from within... or at least part of it.",steam,128253,1211740
1069583912,fr,Mountain Rescue Simulator,,"Faites face au danger en devenant sauveteur dans Mountain Rescue Simulator ! On a besoin de vous et de votre équipe ! Utilisez vos hélicoptères, quads et dameuses pour sauver des victimes en péril. Occupez-vous des fractures ou secourez des randonneurs égarés !",steam,123737,1087910
10710,fr,Counter-Strike,,"Découvrez le jeu d'action en ligne le plus populaire au monde. Joignez-vous à une lutte antiterroriste au réalisme époustouflant dans ce jeu d'équipe extrêmement populaire. Avec vos coéquipiers, accomplissez des missions stratégiques, partez à l'assaut des sites ennemis et sauvez des otages.",steam,,
1074425711,fr,Westwood Shadows,,"A police detective gets involved in a case about a missing couple. Soon he finds out that the husband was working at a mental asylum and he was conducting research over the mysterious disappearance of patients. Among the files, there is something he would never think he would find.",steam,121094,1122360
107540,fr,Age of Barbarian Extended Cut,,"Age of Barbarian Ex is an action hack 'n 'slash game inspired to 80s, fantasy and sword-and-sorcery genre. Muscular barbarians, scantily clad girls, hordes of bloodthirsty monsters, a lot of gore, a pretty epic story and an addictive soundtrack! What's best in life?",steam,,
1076084581,fr,Kingdoms of Amalur: Re-Reckoning,,Le contenu additionnel &quot;The Legend of Dead Kel&quot; est désormais disponible ! Le pirate légendaire Dead Kel et son Hanged Men sont de retour pour hanter les mers du nord d'Amalur.,steam,1059,102500
10767,fr,Fallout,,"Vous venez de dénicher le jeu de rôle post-apocalyptique classique qui a donné un nouveau souffle au genre CRPG. Le système SPÉCIAL de Fallout® propose des types de personnages entièrement différents, de sérieuses décisions et de riches développements qui vous laissent un contrôle total sur le jeu.",steam,13,38400
1077459200,fr,Alien Marauder,,"“Alien Marauder” is a real-time strategy game with survival and confrontation theme. In this game, you will be the leader to a treacherous alien planet, build and defend base to survive against the vaxan waves. Make the right decision!",steam,163835,1516750
10775,fr,S.T.A.L.K.E.R.: Shadow of Chernobyl,,"S.T.A.L.K.E.R.: Shadow of Chernobyl tells a story about survival in the Zone – a very dangerous place, where you fear not only the radiation, anomalies and deadly creatures, but other S.T.A.L.K.E.R.s, who have their own goals and wishes.",steam,,
10818,fr,Crysis,,"S'adapter pour survivre  Une aventure épique vous propulse dans un environnement sans cesse changeant. De la jungle couverte de glace à l'environnement sans gravité, il vous faudra parfois conquérir le champ de bataille de manière originale.",steam,296,17300
1081813333,fr,Blank,,"Plongez dans l’univers métaphorique de Blank, un puzzle platformer stealth à la 3e personne. Dans un monde où tous sont sans tête, échappez-vous de l'oppressante Métropole, retrouvez la véritable tête de Blank et changez de perspective pour vous frayer un chemin dans ce monde dystopique.",steam,127800,1174920
1081899204,fr,Shutter Nyang,,"Shutter Nyang is challenging Platformer Action game. The players play as the ‘Cat’ whom got separated from his friend, a little girl. Using mystical camera, create your own unique imagination to help the ‘Cat’ get back to his friend. Nyang! Nyang! Nyang!",steam,129283,1227320
1082286581,fr,Healing Spree,,"Healing Spree is a tongue-in-cheek hospital simulator featuring co-op for up to 4 players. Play as doctors on call to diagnose, help, and treat as many patients as humanly possible while maintaining your sanity AND friendships!",steam,138278,1271110
1086433424,fr,Hot Wheels Unleashed,,"Collectionnez les meilleurs véhicules de l'univers Hot Wheels™, construisez des circuits exceptionnels et prenez part à des courses époustouflantes.",steam,144072,1271700
1087376848,fr,Bad Guys at School,,"In Bad Guys at School you can play as students and revolt against school system by completing missions, or decide to become a teacher that must maintain order despite the violence and brutality in the school.",steam,128352,1218280
10889,fr,Sam & Max Hit the Road,,"Grab your nightstick, squeal like a siren, and Hit the Road with Sam &amp; Max, Freelance Police, as they attempt to crack their toughest case.",steam,202,355170
108936,fr,Teslagrad,,"Teslagrad est un jeu de plates-formes 2D/réflexion saupoudré d’action, dans lequel magnétisme et autres pouvoirs électromagnétiques seront la clé pour révéler les secrets enfouis dans la Tour Tesla, abandonnée depuis fort longtemps.",steam,7641,249590
109,fr,Space Channel 5: Part 2,,"Salut les SpaceCats ! Je vous présente Ulala, la journaliste la plus groovy de toute la galaxie ! Elle a du style et elle connaît des tas de figures. Aidez-la à trouver un scoop sur le groupe de danse qui a capturé des milliers de personnes pour les obliger à danser !",steam,6603,71260
1090408381,fr,State of Decay 2: Juggernaut Edition,,Les morts se sont relevés et la civilisation s’est effondrée. Votre petit groupe de survivants doit récolter des ressources dans un monde ouvert et construire une base qui puisse résister à des hordes de zombies dans ce jeu hybride d’action/statégie/simulation.,steam,,
1090842844,fr,I Expect You To Die 2,,"Become an elite super spy ready for espionage, explosives, and gadgets galore. This popular escape-the-room VR franchise is back with more ingenious puzzles, cunning villains, and dangerous locales.",steam,152218,1499120
1092230319,fr,Movie World,,"In Movie World you can build your own movie studio. Produce entertaining and glamorous movies. Research new technologies to keep up with the industry. Expand into series, compete with other studios, receive the awards, create franchises and prevail in the movie business.",steam,132349,1284230
10946,fr,Silent Hunter III,,"La meilleure des simulation de sous-marins nous revient avec un tout nouveau moteur 3D, un nouvel équipage et de nouveau scénario. Des graphismes de dernière génération vous emporte dans une expérience cinématographique.Réalisme époustouflant : Atmosphère pleine de suspense.",steam,,
10948,fr,Wizardry 8,,"A New Wizardry for a New GenerationThe universe is in the throes of violent upheaval and change. Vast and mysterious forces are preparing for the final confrontation. A small group of heroes from distant lands must plunge into the heart of the maelstrom, to uncover long-forgotten secrets, and bring about a new era.",steam,939,245450
1096014692,fr,Alphabetical Order,,"Experience an exciting journey in a surreal world, fight for your name, your social status and to survive. Leave the arena as a winner, with money, a lot of loot and hopefully a good speedrun time. Retry to improve, test different weapons, loadouts and skillsets.",steam,170089,1737600
1098063411,fr,Meridian 157: Chapter 1,,"Vous vous retrouvez piégé à l'intérieur d'une installation sur une île subarctique éloignée. Quel est cet endroit? Pourquoi était-il abandonné? Explorez le complexe inhabité dans lequel vous vous trouvez maintenant, mais soyez prévenus: vous pourriez ne pas être aussi seul que vous le pensez...",steam,148844,1458920
10982,fr,Little Big Adventure,,"Sorti en 1994, Little Big Adventure, également connu sous le titre de Relentless: Twinsen’s Adventure, est un RPG d’action-aventure conçu par Frédérick Raynal.",steam,8515,397330
1101172730,fr,AI: The Somnium Files,,Incarnez le détective Kaname Date à la recherche d'un tueur en série insaisissable dans ce polar de science-fiction passionnant.,steam,104971,948740
1103309381,fr,Infraspace,,"InfraSpace est un jeu de construction de villes de science-fiction - mais chaque ressource que vous produisez doit passer par vos infrastructures de transport. Pour prospérer, vous devrez ouvrir des mines et gérer vos chaînes de production, mais aussi vous occuper de votre réseau routier.",steam,149691,1511460
11039,fr,Delta Force 2,,Vous êtes membre de l'armée U.S. et vous faites partie de la Delta Force qui est l'unité spéciale destinée à combattre le terrorisme. Lorsque toutes les options sont épuisées c'est à vous que l'on fait appel. Comprend Gratuit NovaWorld™: Jusqu'à 50 joueurs en ligne. Atteignez l'objectif en parachute. Utilisez le terrain à votre avantage.,steam,9349,32630
110581245,fr,Somewhere in the Shadow,,Woke up in strange dark spot. Who has done it with you? And why? Try to get out from that scary place and stay alive...,steam,163663,1577320
1105859368,fr,Astria Ascending,,"Explorez un vaste monde menacé par le chaos dans un JRPG mature et riche en émotions. Découvrez une histoire épique avec des combats au tour par tour gratifiants et un système de personnalisation complet, le tout servi par de magnifiques graphismes en 4K dessinés à la main.",steam,145107,1121780
1107231399,fr,NAIR,,"A simple fighting game with one attack. Features fast-paced, expressive movement and rollback netcode.",steam,151951,1715850
110754,fr,Alien Swarm: Reactive Drop,,"Jeux de tir coopératif en vue du dessus, disponible gratuitement. Une chasse aux aliens épique, incluant un mélange unique de coopération et de tactiques d'escouade.",steam,27523,563560
1108763158,fr,Turing Complete,,Build a functional computer through challenging logic puzzles,steam,173321,1444480
11089,fr,Ikaruga,,Shoot! Dodge! and... Get Hit!? &quot;Ikaruga&quot; is a vertical shoot 'em up that features an unique polarity-switching gameplay. Switch the ship's polarity and &quot;get hit and absorb&quot; enemy bullets! Achieve High Score with the chain bonus!,steam,3953,253750
11090,fr,S.U.B.,,"Navigate through the dark, deep seas with your best friend to infiltrate the Evil Doctor's Secret Underwater Base © in this two-person local couch co-op game! Will you be able to outrun the dreadful laser-robot-sharks long enough to foil the Evil Doctor's plans?",steam,69692,765140
1109340850,fr,Weed Shop 3,,Get ready to light up and hit the beach coz the long-awaited Weed Shop sequel is almost here!,steam,143798,1182110
1111732134,fr,Flewfies Adventure,,"Join Flewfie and friends on an epic side-scrolling adventure! Zap, beam, and fly your way through unique worlds and put an end to Uzzu’s chaos!",steam,148814,1327440
1114000446,fr,Psych,,"Play as Psych, while he escapes from a research facility run by evil slugs as they attempt to harvest him for his psychic powers. Face the evil slugs and survive the lab! Watch_out_for_Failed_Experiment",steam,150012,1409370
11153,fr,Wasteland,,"For the first time in over 20 years, we are heralding the return of a much loved piece of gaming history with the classic RPG, Wasteland! Mutants. Again. Even more than there were last time: they seem to materialize out of the very grains of the radioactive desert sand. Venomous yellow eyes.",steam,3100,259130
11156,fr,Star Wars: Shadows of the Empire,,"As Luke Skywalker and the Rebel Alliance struggle to defeat Darth Vader and the Empire, a new threat arises. Dark Prince Xizor aspires to take Darth Vader's place at the Emperor's side. As Dash Rendar, it's up to you to protect Luke and help the Alliance. May the Force be with you!",steam,164,560170
1116829686,fr,Ancient Dungeon VR,,Ancient Dungeon VR is a rogue-lite dungeon crawler with randomly generated dungeons. Uncover its secrets and challenge powerful bosses.,steam,121993,1125240
1118865225,fr,Nekopara: Catboys Paradise,,"When your grandfather passes away and you inherit his café, it's a tall task for anyone. But with the help of 4 talented catboys, Cafe Kin'uan is ready for business in NEKOPARA - Catboys Paradise!",steam,156207,1593310
1119724430,fr,Swords and Sandals 2 Redux: Maximus Edition,,"The world's favourite gladiator game has returned, bigger and more action packed than ever. Swords and Sandals 2: Emperor's Reign, remastered with all new graphics, music and powerful new skills and awesome Arena Champions Pharoah King, John the Butcher and Ultra...",steam,,
1119934583,fr,Miko Adventures Puffball,,"Miko is a raccoon who lost his way while wandering through the forest, he discovers a portal and upon touching it he finds himself in a world full of dangers. Miko is transported into another dimension and your goal is to help him find a way back home but it wont be an easy journey, are you ready?",steam,149774,1614960
1121963689,fr,Blood Spear,,"Blood Spear is a unique ranged action-adventure student game in which you play as a demonic spear. Emerging from a deep slumber, you are thirsty for blood. Throw with precision to impale and defeat powerful foes inside grandiose environments where a long-coveted power lies.",steam,163208,1638660
1124126263,fr,Nightslink,,You are the Nightslink. Traverse abandoned roads under cover of night. Deliver cassette tapes in a post-apocalyptic world. An atmospheric retro-3D horror adventure.,steam,165643,1612920
1127342185,fr,Arcade Paradise,,Plongez dans l'aventure très années 90 d'Ashley qui entend bien transformer la vieille laverie familiale en salle d'arcade à succès !,steam,145319,1388870
11282,fr,Final Fantasy VIII,,"C’est la guerre. La superpuissance Galbadia a déclaré la guerre à Dollet, un pays dont l'école militaire abrite deux fortes personnalités : Seifer le colérique, et Squall Leonhart, un grand solitaire. À l’image de Galbadia et Dollet, ils sont en constante opposition.",steam,,
112933,fr,Surgeon Simulator 2013,,"Surgeon Simulator est un jeu de simulation de chirurgie déjanté mêlant humour noir et interventions très sérieuses. Incarnez le Dr Burke, un aspirant chirurgien doté d'une trousse à outils pour le moins insolite, et opérez des patients tels que Trump lui-même ! ... C'est un marteau que je vois ?",steam,,
1129433510,fr,Marble Age,,Turn-based historical simulation strategy. Develop the Greek civilization from the small village to the great city-state when it will dominate the world!,steam,35838,346810
1129805916,fr,JMPR,,"JMPR is a handcrafted unforgiving 2d platformer, or “Meatlike,” made for diehard fans.",steam,164969,678150
1134534925,fr,DEEEER Simulator,,"Put simply, DEEEER Simulator is a “Slow-Life Town Destruction Game”. You can spend your days enjoying a nice, relaxed frolic here and there together with the other animals around town, or you can choose to relieve some stress and absolutely destroy the town and everything in it.",steam,114764,1018800
11350,fr,Tom Clancy's Splinter Cell: Chaos Theory,,"Nous sommes en 2008. Des pannes de courant à travers toute la ville… Du sabotage de la bourse… Le détournement électronique du système de défense national… C’est la guerre de l’information. Pour éviter ces attaques, des agents doivent s’infiltrer dans des territoires hostiles pour récupérer agressivement des renseignements importants...",steam,,
11373609,fr,Idle Slayer,,"Idle Slayer est un jeu incrémental avec des mécanismes de style de jeu inactifs et actifs, des graphismes pixel art médiévaux et des sons et de la musique rétro 8 bits.",steam,139040,1353300
113749,fr,Prime World,,"Prime World is a free online game in RPG / MOBA genre with a unique universe where tactical session battles, castle management, and hero development are mixed together. Gather your collection of talents, build an army of invincible heroes and become the champion!",steam,15037,235340
114185,fr,Dirty Bomb,,Coopérez ou mourez seul ! Rétablissez la paix à Londres ou profitez financièrement du carnage dans le plus hardcore des jeux de tir par équipes.,steam,1902,333930
1145148224,fr,Golf Club: Wasteland,,L'Humanité a disparu. La Terre n'est plus qu'un parcours de golf pour riches.,steam,106027,1556870
1145577402,fr,The Little Red Lie,,"2D side scrolling, adventure, horror game where you avoid monsters and solve puzzles.",steam,145541,1582570
1145616981,fr,Changeling,,"A dark, fantastical romantic comedy that focuses not just on falling in love, but rediscovering your past and the dangers of a supernatural world - where what's at stake is not just your heart, but also your life.",steam,113896,1010240
1146069656,fr,Push Your Family,,"Push Your Family est un jeu de type party game avec une famille complètement barge et un humour digne d'une comédie bouffonne. Poussez-vous les uns les autres dans les champs de bataille interactifs pour survivre ou travaillez ensemble, en famille !",steam,139674,1304690
11466,fr,Sudeki,,"Sudeki, un monde déchiré en lumière, l'ombre et l'obscurité. Déchiré par la tromperie et la trahison, la terre crie pour une paix que seuls quatre héros Unies peuvent apporter.Au-delà des murailles protectrices du château d'Illumina s'étend une vaste campagne vallonnée, ce paysage autrefois serein a été transformé par les forces...",steam,6179,233350
1147745783,fr,Inscryption,,"Inscryption is an inky black card-based odyssey that blends the deckbuilding roguelike, escape-room style puzzles, and psychological horror into a blood-laced smoothie. Darker still are the secrets inscrybed upon the cards...",steam,139090,1092790
